sample_id,system,split,language,mixture_type,noise_type,noise_category,is_impulsive,target_snr,actual_snr,clean_path,noisy_path,enhanced_path,si_snr_noisy,si_snr_enhanced,si_snr_improvement,si_sdr_noisy,si_sdr_enhanced,si_sdr_improvement,stoi_noisy,stoi_enhanced,stoi_improvement,estoi_noisy,estoi_enhanced,estoi_improvement,pesq_noisy,pesq_enhanced,pesq_improvement,dnsmos_sig_noisy,dnsmos_bak_noisy,dnsmos_ovrl_noisy,dnsmos_sig_enhanced,dnsmos_bak_enhanced,dnsmos_ovrl_enhanced,peak_attenuation_db_mean,residual_energy_ratio_mean,iisrt_mean_ms,rsdd_mean_ms
IG_023013,Impulse Guard,test,unknown,two_normal_noises,stationary,engine_idling,False,20.0,20.014646530151367,data/mixtures/test/clean/IG_023013.wav,data/mixtures/test/noisy/IG_023013.wav,data/enhanced/test/IG_023013.wav,20.012939453125,13.503484725952148,-6.509454727172852,20.012939453125,13.503484725952148,-6.509454727172852,0.9664436153440961,0.9720040603603597,0.0055604450162636265,0.8716744419104872,0.9048322019479641,0.03315776003747695,,,,3.642396926879883,4.758832931518555,4.000615119934082,3.788687229156494,4.796576499938965,4.092632293701172,,,,
IG_023014,Impulse Guard,test,unknown,normal_noise,stationary,engine_idling,False,20.0,20.0,data/mixtures/test/clean/IG_023014.wav,data/mixtures/test/noisy/IG_023014.wav,data/enhanced/test/IG_023014.wav,19.996267318725586,13.547307014465332,-6.448960304260254,19.99626922607422,13.547307014465332,-6.448962211608887,0.9711693491058149,0.9738146082349851,0.002645259129170241,0.8991521042204086,0.9109913654844862,0.011839261264077638,,,,3.6506638526916504,4.78798246383667,4.019323348999023,3.741649627685547,4.79984188079834,4.070745944976807,,,,
IG_023015,Impulse Guard,test,unknown,clean,clean,clean,False,,,data/mixtures/test/clean/IG_023015.wav,data/mixtures/test/noisy/IG_023015.wav,data/enhanced/test/IG_023015.wav,94.69819641113281,15.697163581848145,-79.00103282928467,94.69810485839844,15.697163581848145,-79.0009412765503,0.9999999999999988,0.9986385567667009,-0.0013614432332978987,1.0,0.99759968997616,-0.002400310023840002,,,,3.745027780532837,4.783109664916992,4.064068794250488,3.743483066558838,4.7848052978515625,4.064144134521484,,,,
IG_023016,Impulse Guard,test,unknown,normal_plus_impulse,musan+impulsive,musan+impulsive,True,-5.0,,data/mixtures/test/clean/IG_023016.wav,data/mixtures/test/noisy/IG_023016.wav,data/enhanced/test/IG_023016.wav,-12.346476554870605,-8.932003021240234,3.414473533630371,-12.346476554870605,-8.932003021240234,3.414473533630371,0.5848465149546784,0.5563436442088464,-0.02850287074583202,0.3544176674839185,0.3421507791346817,-0.012266888349236782,,,,3.9677724838256836,4.790078639984131,4.178925514221191,3.97206449508667,4.778886795043945,4.17547607421875,8.877948760986328,0.02615358494222164,,
IG_023017,Impulse Guard,test,unknown,two_normal_plus_impulse,musan+non_stationary+impulsive,musan+siren+impulsive,True,15.0,,data/mixtures/test/clean/IG_023017.wav,data/mixtures/test/noisy/IG_023017.wav,data/enhanced/test/IG_023017.wav,-4.13560676574707,5.735354900360107,9.870961666107178,-4.13560676574707,5.735354423522949,9.87096118927002,0.7494865424131752,0.7601158276163122,0.010629285203136996,0.5953428144068743,0.6412504078643562,0.045907593457481854,,,,3.7670586109161377,4.727545738220215,4.04730224609375,3.737288475036621,4.7790021896362305,4.058145523071289,24.248430252075195,0.0012612920254468918,150.0,360.0
IG_023018,Impulse Guard,test,unknown,two_normal_plus_impulse,drone+musan+impulsive,drone+musan+impulsive,True,5.0,,data/mixtures/test/clean/IG_023018.wav,data/mixtures/test/noisy/IG_023018.wav,data/enhanced/test/IG_023018.wav,-10.55164909362793,-7.36270809173584,3.18894100189209,-10.55164909362793,-7.36270809173584,3.18894100189209,0.5153938140204215,0.4927219944730473,-0.022671819547374183,0.22725924638317835,0.2408722122515359,0.013612965868357557,,,,3.346348762512207,4.751615524291992,3.848982095718384,3.6826722621917725,4.7874040603637695,4.035038471221924,9.63815975189209,0.024471573531627655,60.0,360.0
IG_023019,Impulse Guard,test,unknown,two_normal_plus_impulse,drone+non_stationary+impulsive,drone+wind+impulsive,True,15.0,,data/mixtures/test/clean/IG_023019.wav,data/mixtures/test/noisy/IG_023019.wav,data/enhanced/test/IG_023019.wav,0.32930368185043335,3.11095929145813,2.7816556096076965,0.32930368185043335,3.11095929145813,2.7816556096076965,0.6269161722856509,0.6921867366183831,0.06527056433273226,0.405760239866185,0.46090790585614305,0.05514766598995807,,,,3.363097906112671,4.364695072174072,3.663896322250366,3.570466995239258,4.748719215393066,3.9595930576324463,2.6315770149230957,0.35217535495758057,110.0,60.0
IG_023020,Impulse Guard,test,unknown,normal_noise,musan,musan,False,15.0,14.999999046325684,data/mixtures/test/clean/IG_023020.wav,data/mixtures/test/noisy/IG_023020.wav,data/enhanced/test/IG_023020.wav,15.015768051147461,15.834529876708984,0.8187618255615234,15.015768051147461,15.834529876708984,0.8187618255615234,0.9605750076223428,0.9659273682165157,0.005352360594172878,0.8604512108399244,0.9157531007929723,0.05530188995304797,,,,3.8787953853607178,4.707981109619141,4.093388557434082,3.872788667678833,4.799173831939697,4.135981559753418,,,,
IG_023021,Impulse Guard,test,unknown,two_normal_plus_impulse,drone+musan+impulsive,drone+musan+impulsive,True,0.0,,data/mixtures/test/clean/IG_023021.wav,data/mixtures/test/noisy/IG_023021.wav,data/enhanced/test/IG_023021.wav,-12.339767456054688,-3.856771469116211,8.482995986938477,-12.339767456054688,-3.856771945953369,8.482995510101318,0.40417599837969675,0.4143182863058052,0.01014228792610844,0.21250893403986806,0.25775175498889913,0.045242820949031065,,,,3.182155132293701,4.61448335647583,3.69831919670105,3.6062989234924316,4.773431777954102,3.9898650646209717,5.116168022155762,0.0569714717566967,60.0,50.0
IG_023022,Impulse Guard,test,unknown,two_normal_plus_impulse,non_stationary+impulsive,siren+wind+impulsive,True,20.0,,data/mixtures/test/clean/IG_023022.wav,data/mixtures/test/noisy/IG_023022.wav,data/enhanced/test/IG_023022.wav,2.7912678718566895,5.8214192390441895,3.0301513671875,2.7912678718566895,5.8214192390441895,3.0301513671875,0.8950565709670137,0.8700639927149634,-0.024992578252050368,0.7729606122860756,0.7883524829708212,0.015391870684745568,,,,3.5556061267852783,4.764688491821289,3.9601471424102783,3.543020248413086,4.785701751708984,3.9643609523773193,11.369446754455566,0.016272682696580887,60.0,40.0
IG_023023,Impulse Guard,test,unknown,normal_noise,musan,musan,False,5.0,5.0,data/mixtures/test/clean/IG_023023.wav,data/mixtures/test/noisy/IG_023023.wav,data/enhanced/test/IG_023023.wav,5.020117282867432,9.808100700378418,4.787983417510986,5.020117282867432,9.808100700378418,4.787983417510986,0.8948058656615161,0.9095868492509138,0.014780983589397723,0.7320342175291334,0.7745741116674926,0.042539894138359124,,,,3.869657278060913,4.2400031089782715,3.854830026626587,3.9265613555908203,4.796904563903809,4.161733150482178,,,,
IG_023024,Impulse Guard,test,unknown,normal_plus_impulse,drone+impulsive,drone+impulsive,True,0.0,,data/mixtures/test/clean/IG_023024.wav,data/mixtures/test/noisy/IG_023024.wav,data/enhanced/test/IG_023024.wav,-0.556487500667572,0.6982789039611816,1.2547664046287537,-0.556487500667572,0.6982784867286682,1.2547659873962402,0.67950090284271,0.7301169819067915,0.0506160790640815,0.3777024900936183,0.43207121687085187,0.05436872677723359,,,,2.835397958755493,3.13287615776062,2.784137010574341,3.615609645843506,4.785863876342773,4.000737190246582,23.920915603637695,0.0030886062886565924,60.0,630.0
IG_023025,Impulse Guard,test,unknown,two_normal_noises,drone+musan,drone+musan,False,20.0,20.014827728271484,data/mixtures/test/clean/IG_023025.wav,data/mixtures/test/noisy/IG_023025.wav,data/enhanced/test/IG_023025.wav,20.010297775268555,15.233205795288086,-4.777091979980469,20.010297775268555,15.233203887939453,-4.777093887329102,0.9804363882335253,0.9828555745551162,0.0024191863215908826,0.9070772434992761,0.9284871191320943,0.021409875632818154,,,,3.218867540359497,4.778295516967773,3.79858136177063,3.5306055545806885,4.798666954040527,3.9646360874176025,,,,
IG_023026,Impulse Guard,test,unknown,normal_plus_impulse,non_stationary+impulsive,wind+impulsive,True,15.0,,data/mixtures/test/clean/IG_023026.wav,data/mixtures/test/noisy/IG_023026.wav,data/enhanced/test/IG_023026.wav,1.6511951684951782,13.090597152709961,11.439401984214783,1.6511951684951782,13.090599060058594,11.439403891563416,0.9601397212462617,0.9667011867776999,0.006561465531438215,0.8908550208083575,0.9239880467133427,0.033133025904985125,,,,4.1301069259643555,4.763245582580566,4.246676445007324,4.05114221572876,4.796563148498535,4.22385311126709,17.941728591918945,0.008904547430574894,320.0,110.0
